"seen_total","question_6_pre","question_2_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","engagement","survey_type","quiz_answer","engagement_1","engagement_3","engagement_2","question_2_post","question_3_post","question_5_post","question_6_post","question_1_post","question_4_post","demo_gender","demo_age","demo_asked","demo_school","demo_media","last.seen"
6,"2","1","2","1","5","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 21:44:59"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:44:59"
6,"4","5","5","7","1","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:43:04"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:42:48"
5,"3","3","5","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:42:21"
5,"6","","1","3","3","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:42:21"
5,"2","2","2","","2","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:42:09"
1,"1","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:41:43"
1,"4","","","2","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:41:00"
3,"1","","","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:40:56"
5,"3","1","2","","1","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:40:51"
0,"6","4","1","7","1","1",1,"continuous","A","Yes","No","Yes","","","","","","","","",NA,"","","2021-05-07 21:40:01"
4,"7","7","5","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX_h0Ckm&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=407cc68d84f0f3191c6657a2a8c8b6f3&oe=60BA8BC9","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:39:52"
1,"5","1","5","1","6","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:38:59"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:38:29"
0,"4","4","4","6","2","2",1,"continuous","A","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-07 21:38:02"
5,"5","5","","5","5","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:37:16"
5,"1","1","1","1","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:36:43"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:35:45"
5,"1","1","","6","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:33:53"
1,"","","","","","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:33:46"
2,"5","5","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:33:41"
2,"","1","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:33:41"
5,"5","1","2","2","","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:33:00"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:32:58"
7,"7","4","7","7","1","6",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 21:32:14"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:32:00"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:31:49"
1,"","1","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:31:21"
3,"1","You can't read the post!!!  Not answering on something I can't read.","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:28:21"
1,"","3","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:27:44"
5,"","5","1","7","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:27:44"
4,"3","","2","","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:27:09"
6,"4","1","1","1","5","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:27:08"
5,"4","4","7","1","1","1",1,"continuous","B","Yes","No","No","1","1","","1","1","1","","",NA,"","","2021-05-07 21:26:36"
6,"5","3","5","4","2","5",1,"continuous","B","Yes","Yes","Yes","3","1","4","3","1","3","Male","Over 65",1,"C","B","2021-05-07 21:26:33"
5,"7","7","7","","1","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:26:20"
4,"2","1","2","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:25:50"
6,"7","7","7","7","7","7",1,"continuous","C","Yes","Yes","Yes","6","1","1","1","1","1","Female","Over 65",1,"D","C","2021-05-07 21:25:31"
4,"1","1","1","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:24:27"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:24:00"
5,"","2","1","7","1","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:22:48"
5,"","1","5","5","4","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:22:35"
2,"1","","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:22:23"
5,"","4","5","5","2","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:22:19"
6,"2","1","4","2","5","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:21:42"
6,"2","2","2","4","2","2",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:21:40"
2,"","","","5","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:20:07"
4,"5","1","7","1","7","4",1,"continuous","B","Yes","Yes","No","","7","1","","1","7","","",NA,"","","2021-05-07 21:18:54"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:17:57"
1,"","","","","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:17:52"
5,"6","2","2","2","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:15:49"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:15:08"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:14:47"
3,"3","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:14:09"
6,"1","3","3","3","3","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:13:44"
5,"4","1","1","","4","1",1,"continuous","A","Yes","Yes","No","","1","1","1","1","1","","",NA,"","","2021-05-07 21:13:26"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:13:00"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:12:05"
6,"1","4","6","7","7","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:12:03"
6,"7","7","3","7","1","7",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 21:11:07"
4,"","6","","5","5","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:11:02"
5,"3","1","1","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:10:26"
6,"5","1","6","2","5","3",1,"continuous","","Yes","","Yes","","","","","","","","",NA,"","","2021-05-07 21:09:58"
6,"7","1","1","1","1","7",1,"continuous","A","Yes","No","No","1","1","7","1","1","1","Male","18-29",1,"C","B","2021-05-07 21:09:48"
2,"","6","","6","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:09:42"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:09:11"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:09:10"
6,"5","1","3","4","7","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:09:09"
5,"5","2","5","6","1","6",1,"continuous","C","Yes","Yes","Yes","5","1","5","5","","1","","",NA,"","","2021-05-07 21:08:49"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:08:47"
4,"7","","","7","3","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:08:45"
2,"2","3","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:08:44"
6,"1","1","1","4","1","1",1,"continuous","This research is propaganda","No","","No","","","","","","","","",NA,"","","2021-05-07 21:08:20"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:08:15"
5,"5","","4","7","4","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:08:15"
5,"1","1","1","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:08:11"
6,"3","5","5","2","3","2",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:08:04"
6,"1","1","1","1","1","1",1,"continuous","B","Yes","No","Yes","1","1","1","1","1","1","Male","Over 65",1,"D","C","2021-05-07 21:07:43"
0,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:07:32"
6,"1","1","1","1","1","1",1,"continuous","B","Yes","Yes","Yes","1","1","1","1","6","1","Male","Over 65",1,"B","B","2021-05-07 21:05:31"
1,"7","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:04:28"
3,"","","2","1","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:03:39"
6,"1","1","2","1","1","1",1,"continuous","C","Yes","No","Yes","1","1","1","1","1","1","Female","Over 65",1,"D","D","2021-05-07 21:03:12"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:02:46"
5,"4","3","4","4","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:02:33"
6,"5","1","5","5","5","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 21:02:17"
4,"5","7","2","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:01:02"
5,"","7","4","4","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 21:00:33"
6,"4","4","4","1","4","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:58:00"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:57:27"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:57:20"
0,"6","6","4","3","3","6",1,"continuous","D","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-07 20:56:41"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:56:19"
1,"7","1","1","7","3","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:55:30"
1,"","4","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:55:04"
5,"4","1","6","1","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:54:28"
5,"4","","2","7","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:54:05"
6,"3","3","3","7","1","2",1,"continuous","People need to do their own research before believing anything online.","No","","Yes","","","","","","","","",NA,"","","2021-05-07 20:53:48"
6,"1","4","1","4","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:53:29"
6,"1","1","3","1","5","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:52:42"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:52:30"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:52:06"
0,"7","4","7","4","7","7",1,"continuous","A","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-07 20:51:28"
0,"7","1","1","7","1","7",1,"continuous","C","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-07 20:50:56"
0,"4","1","5","1","7","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:50:32"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:50:32"
0,"1","2","1","1","1","1",0,"continuous","A","","","","","","misinformation spreads because of our news broadcasters spreading it","","","","","",NA,"","","2021-05-07 20:50:28"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:49:53"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:48:40"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:48:26"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:48:22"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:47:58"
6,"5","1","4","1","4","3",0,"continuous","D","","","","Sorry this is not something where I would be helpful for your research.","1","1","1","1","1","","",NA,"","","2021-05-07 20:47:57"
0,"7","1","1","7","1","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:47:32"
6,"6","6","7","7","6","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:46:22"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:46:01"
6,"2","1","1","2","1","1",0,"continuous","C","","","","1","1","1","1","1","1","Male","45-65",1,"D","A","2021-05-07 20:45:44"
2,"","1","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:45:21"
2,"","3","","","4","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:45:10"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:45:01"
4,"6","","","1","6","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:44:16"
0,"7","1","3","1","7","7",0,"days","A","","","","","","","","","","","",NA,"","","2021-05-07 20:44:02"
6,"5","1","6","3","6","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:43:39"
3,"7","","","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:43:30"
4,"7","1","1","","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:43:23"
3,"","","5","1","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:41:45"
0,"4","4","4","4","1","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:41:36"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:41:29"
6,"6","4","5","6","4","6",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:41:05"
6,"1","1","1","1","1","1",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 20:40:39"
0,"","7","7","","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:39:54"
2,"5","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:38:40"
6,"3","4","2","4","3","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:38:30"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:38:26"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:38:14"
6,"2","1","2","1","1","3",0,"continuous","A","","","","1","1","2","2","1","1","Male","45-65",1,"D","A","2021-05-07 20:37:38"
2,"","","","1","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:37:32"
0,"6","1","","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:37:22"
2,"","","1","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:37:14"
1,"2","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:37:10"
4,"","","1","6","1","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:36:03"
6,"4","2","5","7","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:35:54"
2,"","","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:35:18"
1,"","","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:34:48"
6,"3","1","1","1","5","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:34:25"
6,"7","4","4","1","1","5",0,"continuous","B","","","","3","1","1","1","1","1","Female","45-65",1,"D","B","2021-05-07 20:33:27"
6,"5","3","1","6","1","4",1,"continuous","","Yes","","Yes all with democrats and media alike they lie like dogs!!!!","","","","","","","","",NA,"","","2021-05-07 20:33:25"
5,"1","1","1","2","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:33:11"
1,"","3","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:32:51"
5,"4","3","3","4","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:31:25"
5,"1","1","2","","3","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:30:04"
2,"","4","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:29:39"
5,"3","3","1","3","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:29:05"
6,"6","7","1","7","4","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:28:58"
3,"7","","1","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:28:52"
6,"2","3","3","7","1","4",1,"continuous","","No","","No","","","","","","","","",NA,"","","2021-05-07 20:28:40"
1,"","","","","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:28:13"
6,"1","1","1","1","1","7",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:28:10"
6,"1","1","5","1","6","5",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:49"
3,"","5","5","","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:40"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:37"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:36"
4,"3","3","4","","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:15"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:15"
2,"1","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:12"
5,"7","6","7","6","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:27:09"
6,"1","6","1","7","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:26:46"
5,"4","1","","4","6","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:26:34"
6,"1","1","1","7","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 20:26:32"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:26:13"
0,"5","4","5","6","3","2",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 20:26:12"
3,"4","4","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:26:01"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 20:26:01"
